zip,geoid,state_name,county_name,city_name,aland,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,population_density_sq_mi,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,hh_families,hh_mc_families,hh_mc_with_own_children_under_18,hh_sp_families,hh_sp_with_own_children_under_18,hh_non_families
92134,86000US92134,California,San Diego,San Diego,"466,012",-$1,-$1,-$1,-$1,"$24,186","$2,841",-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,285,95,66,8,12,0,0,5,99,"1,584.0",285,0,0,63,1,0,0,0,0,0,42,130,36,12,1,0,0,22.5,99,0.0%,19.2%,74.7%,6.1%,0.0%,0,0.0%,0,0.0%,0,-$1,0,0,0,0,0,0,0
92135,86000US92135,California,San Diego,Coronado; San Diego,"1,225,180",-$1,-$1,-$1,-$1,"$20,798","$1,917",-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,635,344,77,12,24,7,14,15,142,"1,342.4",635,0,41,30,0,1,0,0,0,0,136,415,8,4,0,0,0,21.0,48,0.0%,41.7%,25.0%,33.3%,0.0%,0,0.0%,10,0.0%,0,-$1,0,0,0,0,0,0,0
92139,86000US92139,California,San Diego,Bonita; National City; San Diego,"9,370,157","$69,541","$3,690","$82,706","$3,893","$25,642","$1,209",3.2%,1.0%,"$50,900","$16,840","$70,166","$4,198","$87,440","$7,615","$52,788","$11,051","10,350","1,122","2,278","2,193","1,477","2,159",786,335,"36,105","4,520","4,399",8,"10,097",476,61,"1,424","15,120","9,979.7","36,105","2,427","2,420","2,624","2,494","2,329","2,254","2,032","2,060","2,072","2,513","3,297","2,561","2,046","1,926","1,920","1,130",35.1,"24,074",18.5%,22.4%,38.0%,16.9%,4.1%,"8,256",7.4%,"18,087",8.9%,"11,236","$411,100","10,350","8,256","5,471","2,280","2,785","1,285","2,094"
92140,86000US92140,California,San Diego,San Diego,"1,681,536",-$1,-$1,-$1,-$1,"$16,634","$3,723",-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,"3,737","2,265",307,32,53,0,0,116,964,"5,755.9","3,737",0,23,72,0,0,0,0,0,0,"2,061","1,500",81,0,0,0,0,19.8,435,0.0%,48.0%,48.7%,3.2%,0.0%,0,0.0%,283,9.5%,24,-$1,0,0,0,0,0,0,0
92145,86000US92145,California,San Diego,San Diego,"8,672,995","$202,266","$94,587","$235,792","$47,225","$72,060","$15,839",52.6%,13.6%,-$1,-$1,"$147,656","$135,439","$218,693","$69,605",-$1,-$1,563,33,29,77,42,70,16,296,"1,883",946,85,0,400,0,0,80,372,562.3,"1,883",141,132,56,86,223,224,51,35,61,212,62,154,83,200,125,38,40.5,"1,242",3.1%,12.0%,29.8%,24.7%,30.4%,536,1.3%,"1,077",0.0%,649,"$1,376,000",563,536,465,356,71,16,27
92147,86000US92147,California,San Diego,San Diego,"245,198",-$1,-$1,-$1,-$1,"$19,697","$1,970",-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,518,271,100,0,5,0,0,0,142,"5,471.6",518,0,13,40,0,0,0,0,0,0,99,346,20,0,0,0,0,21.7,69,0.0%,30.4%,69.6%,0.0%,0.0%,0,0.0%,0,0.0%,0,-$1,0,0,0,0,0,0,0
92154,86000US92154,California,San Diego,Chula Vista; Imperial Beach; San Diego,"96,268,797","$66,498","$2,820","$79,498","$2,820","$21,878",$770,3.6%,0.9%,"$60,417","$18,390","$71,796","$3,270","$69,607","$7,586","$50,555","$3,647","22,449","3,381","4,957","4,441","3,637","3,619","1,597",817,"88,979","11,076","4,653",104,"10,099",922,58,"1,600","60,467","2,393.9","88,979","4,860","6,160","6,544","6,229","5,399","5,219","4,803","3,843","5,542","6,442","8,077","6,662","6,591","5,231","4,305","3,072",35.2,"58,910",25.0%,26.6%,31.7%,13.4%,3.3%,"18,537",9.9%,"40,699",8.9%,"23,534","$411,200","22,449","18,537","12,791","5,555","5,746","2,458","3,912"
92155,86000US92155,California,San Diego,Coronado,"581,698",-$1,-$1,-$1,-$1,"$20,189","$1,669",-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,456,208,66,0,23,0,0,13,146,"2,030.3",456,0,8,23,3,0,0,0,0,0,85,336,1,0,0,0,0,21.8,61,0.0%,68.9%,29.5%,1.6%,0.0%,0,0.0%,0,0.0%,0,-$1,0,0,0,0,0,0,0
92173,86000US92173,California,San Diego,San Diego,"13,069,237","$46,549","$3,324","$58,396","$2,900","$16,542",$897,1.5%,0.8%,"$37,663","$18,915","$51,015","$2,510","$51,125","$4,694","$23,922","$8,585","7,947","2,048","2,235","1,522",874,899,248,121,"31,000",801,308,7,539,0,0,93,"29,252","6,143.4","31,000","2,317","2,234","2,655","2,350","2,016","1,997","1,466","1,186","2,527","2,207","2,666","2,228","1,583","1,685","1,100",783,31.5,"19,052",40.4%,24.6%,25.8%,7.1%,2.1%,"6,736",20.2%,"14,302",10.9%,"8,266","$364,100","7,947","6,736","4,255","2,205","2,481","1,127","1,211"
92201,86000US92201,California,Riverside,Indio,"58,669,995","$45,848","$2,369","$62,150","$3,137","$23,842","$1,156",2.5%,0.7%,"$26,714","$6,917","$40,486","$3,859","$56,208","$3,288","$39,715","$2,980","23,607","6,512","6,081","4,509","2,358","2,582",965,600,"65,726","14,631","2,370",55,"1,036",0,49,513,"47,072","2,901.5","65,726","3,518","4,193","4,308","4,917","4,529","4,684","4,367","3,660","4,721","4,048","4,564","3,997","3,873","3,776","3,238","3,333",38.3,"44,921",24.4%,37.9%,24.3%,8.8%,4.6%,"14,587",13.0%,"31,437",10.0%,"27,735","$246,300","23,607","14,587","9,944","3,019","4,643","2,225","9,020"
92203,86000US92203,California,Riverside,Bermuda Dunes; Desert Palms; Indio,"45,347,649","$71,711","$5,938","$89,131","$5,008","$35,222","$2,074",6.3%,1.5%,-$1,-$1,"$80,912","$4,000","$78,750","$12,994","$58,029","$3,862","11,902","1,779","2,333","2,040","1,831","1,814","1,361",744,"31,140","15,739",507,104,"1,111",0,65,382,"13,232","1,778.5","31,140","1,582","1,850","1,323","2,243","2,167","1,561","2,259","2,736","1,784","2,158","1,328","2,238","1,964","1,608","1,782","2,557",42.2,"22,549",9.0%,28.6%,36.1%,16.4%,9.9%,"7,816",7.6%,"14,131",5.5%,"15,298","$349,000","11,902","7,816","6,502","2,057","1,314",771,"4,086"
92210,86000US92210,California,Riverside,Indian Wells,"33,811,904","$103,750","$14,488","$203,219","$29,033","$106,268","$15,320",29.5%,5.0%,-$1,-$1,-$1,-$1,"$176,080","$38,046","$74,734","$18,714","2,657",477,332,339,127,341,257,784,"5,138","4,500",49,0,205,15,0,77,292,393.6,"5,138",105,89,134,61,94,400,605,"1,190",39,67,140,83,101,331,566,"1,133",67.4,"4,700",3.1%,13.5%,28.2%,32.2%,23.0%,"1,659",2.7%,"1,828",4.7%,"5,286","$712,400","2,657","1,659","1,552",106,107,4,998
92211,86000US92211,California,Riverside,Bermuda Dunes; Desert Palms; Indian Wells; Indio; Palm Desert; Thousand Palms,"38,994,252","$63,936","$2,942","$102,559","$7,604","$53,257","$4,081",10.4%,1.7%,"$26,313","$8,114","$61,895","$8,984","$86,000","$12,557","$61,049","$6,120","12,717","2,333","2,768","2,184","1,369","1,869",870,"1,324","25,056","19,056",814,60,"1,082",13,44,680,"3,307","1,664.2","25,056",748,607,816,922,"1,076","1,553","2,875","5,150",683,596,827,784,646,"1,150","1,858","4,765",65.7,"21,741",4.7%,18.5%,36.2%,24.4%,16.2%,"7,529",7.5%,"8,769",4.8%,"21,023","$370,700","12,717","7,529","6,242",813,"1,287",423,"5,188"
92220,86000US92220,California,Riverside,Banning,"321,742,430","$42,963","$2,847","$60,862","$4,639","$23,514","$1,831",2.7%,0.8%,"$25,917","$6,754","$45,426","$9,503","$53,417","$9,791","$37,910","$3,135","11,919","3,194","3,713","1,953","1,217","1,212",313,317,"33,525","12,204","2,429","1,507","1,406",17,240,472,"15,250",269.9,"33,525","2,189","2,055","2,111","1,707","1,786","1,879","2,038","3,878","1,932","1,970","2,509","1,434","1,657","1,678","1,632","3,070",42.1,"23,194",20.3%,31.8%,32.6%,9.2%,6.2%,"7,630",15.6%,"11,632",9.3%,"12,921","$239,600","11,919","7,630","5,152","1,414","2,478","1,254","4,289"
92222,86000US92222,California,Imperial,,"4,094,711",-$1,-$1,-$1,-$1,-$1,-$1,-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,0,0.0%,0,-$1,0,0,0,0,0,0,0
92223,86000US92223,California,Riverside,Banning; Beaumont; Calimesa; Cherry Valley,"112,494,756","$80,148","$4,790","$92,396","$3,569","$29,416","$1,144",6.3%,1.1%,"$42,656","$24,734","$89,966","$4,669","$91,905","$5,982","$47,744","$4,059","16,868","2,395","2,898","2,735","2,398","3,894","1,490","1,058","55,580","21,277","4,405",433,"4,103",59,195,"1,071","24,037","1,279.6","55,580","3,898","4,586","3,519","4,019","3,288","3,343","3,138","3,064","4,204","4,264","2,808","3,560","3,277","2,947","2,932","2,733",35.8,"35,787",12.0%,27.9%,35.1%,16.1%,8.8%,"12,941",8.5%,"24,666",6.4%,"17,805","$317,000","16,868","12,941","10,011","4,353","2,930","1,526","3,927"
92225,86000US92225,California,Riverside,Blythe; Mesa Verde; Ripley,"1,551,558,387","$44,647","$3,626","$62,439","$5,841","$18,008","$1,703",2.4%,1.0%,"$14,414","$8,250","$51,543","$4,873","$48,796","$8,803","$25,625","$8,199","5,950","2,047","1,219",866,692,681,305,140,"22,460","6,141","2,199",86,492,66,42,609,"12,825",37.5,"22,460","1,324",979,"1,007","1,082",828,921,"1,017",840,"1,559","1,345","2,613","2,612","2,709","1,617","1,205",802,36.2,"15,591",28.1%,29.1%,34.8%,5.2%,2.8%,"3,768",19.9%,"6,886",9.7%,"9,144","$149,400","5,950","3,768","2,454",852,"1,314",899,"2,182"
92227,86000US92227,California,Imperial,Brawley,"1,401,355,445","$43,061","$4,678","$61,068","$5,161","$17,708","$1,712",1.8%,0.8%,-$1,-$1,"$42,121","$6,195","$51,765","$25,970","$44,209","$8,118","7,228","2,447","1,510",987,769,"1,156",231,128,"27,189","3,776",316,85,133,77,52,447,"22,303",50.3,"27,189","2,981","2,206","1,769","1,692","1,228","1,558","1,138","1,359","2,410","2,083","1,881","1,586","1,618","1,458","1,257",965,30.9,"15,944",26.9%,24.6%,36.3%,9.2%,2.9%,"5,615",27.2%,"9,962",17.9%,"8,830","$191,900","7,228","5,615","3,473","1,612","2,142","1,139","1,613"
92230,86000US92230,California,Riverside,Cabazon; Whitewater,"39,619,257","$49,286","$21,343","$57,072","$12,605","$21,007","$4,880",0.0%,4.1%,-$1,-$1,"$60,066","$18,428",-$1,-$1,-$1,-$1,832,255,165,146,96,170,0,0,"2,705","1,071",77,267,109,0,0,32,"1,149",176.8,"2,705",165,147,292,168,203,281,210,213,172,191,108,202,90,130,82,51,37.9,"1,845",32.9%,26.9%,26.8%,13.4%,0.0%,565,16.8%,"1,207",3.3%,928,"$197,800",832,565,264,84,301,166,267
92231,86000US92231,California,Imperial,Calexico,"147,326,094","$43,504","$4,601","$62,338","$5,718","$16,966","$1,474",2.2%,1.0%,-$1,-$1,"$51,306","$12,260","$59,522","$11,292","$22,008","$6,874","9,033","2,736","2,222","1,519",754,"1,133",471,198,"40,064",482,92,22,355,0,0,24,"39,089",704.3,"40,064","2,898","3,634","2,935","2,732","2,455","2,140","2,237","2,081","3,178","3,244","3,074","2,173","1,652","2,339","1,749","1,543",32.0,"24,211",33.8%,20.4%,27.9%,13.7%,4.2%,"7,207",21.1%,"16,597",15.4%,"11,507","$208,000","9,033","7,207","5,081","2,196","2,126",780,"1,826"
92233,86000US92233,California,Imperial,Calipatria,"390,193,495","$37,009","$6,578","$44,488","$6,494","$6,725","$1,109",0.0%,3.7%,-$1,-$1,"$36,131","$8,425","$36,971","$16,573","$41,467","$8,633",927,322,279,185,57,71,13,0,"7,509",484,"1,107",46,51,47,0,117,"5,657",49.8,"7,509",255,379,146,179,168,197,173,166,303,428,"1,705","1,734","1,005",414,118,139,32.6,"5,403",38.7%,37.1%,22.6%,0.4%,1.2%,708,26.1%,"1,258",20.3%,"1,352","$152,000",927,708,385,184,323,159,219
92234,86000US92234,California,Riverside,Cathedral City; Palm Springs,"40,747,566","$46,521","$1,875","$70,630","$5,659","$26,788","$2,699",4.5%,0.6%,"$25,721","$9,799","$45,916","$4,925","$57,924","$4,804","$36,139","$3,278","18,816","5,242","4,630","3,092","2,024","2,233",748,847,"54,357","16,775","1,229",264,"3,132",139,115,852,"31,851","3,455.0","54,357","3,089","4,104","3,492","3,553","3,177","3,191","3,094","3,451","3,140","3,486","3,046","3,701","3,467","4,099","3,243","3,024",39.4,"37,141",21.7%,28.4%,28.3%,13.9%,7.7%,"11,532",15.1%,"24,708",6.4%,"23,620","$279,500","18,816","11,532","8,274","3,382","3,258","1,689","7,284"
92236,86000US92236,California,Riverside,Coachella; Indio; Vista Santa Rosa,"56,673,061","$34,436","$2,131","$47,126","$2,948","$17,617",$952,1.2%,0.8%,-$1,-$1,"$37,985","$6,272","$35,812","$2,908","$24,763","$3,099","15,601","5,498","4,665","2,541","1,409",980,316,192,"45,477",814,266,35,93,12,0,65,"44,192","2,078.3","45,477","2,579","3,443","2,862","4,468","4,283","3,094","1,866","1,083","3,164","2,823","3,371","3,780","3,194","3,034","1,499",934,34.7,"30,607",41.5%,40.4%,14.3%,2.9%,0.8%,"8,730",18.4%,"25,387",14.3%,"16,344","$220,600","15,601","8,730","5,993","2,879","2,737","1,396","6,871"
92239,86000US92239,California,Riverside,Desert Center,"371,460,441","$32,396","$26,102","$53,031","$24,987","$25,266","$9,879",5.3%,10.4%,-$1,-$1,-$1,-$1,"$41,750","$30,211","$32,201","$29,753",94,1,61,13,13,1,0,5,227,205,3,0,0,0,0,7,12,1.6,227,0,1,2,1,0,5,19,70,0,8,0,14,2,2,34,69,70.5,216,3.7%,13.4%,27.3%,6.9%,48.6%,77,0.0%,33,0.0%,262,"$113,400",94,77,76,0,1,0,17
92240,86000US92240,California,Riverside,Desert Hot Springs; Garnet; Palm Springs,"94,745,057","$37,060","$3,557","$50,186","$3,274","$19,357","$1,158",0.9%,0.5%,"$29,946","$20,656","$38,253","$4,976","$34,320","$5,942","$37,738","$4,353","12,734","4,495","3,706","1,878","1,151","1,153",236,115,"35,278","11,152","2,938",193,917,22,157,585,"19,314",964.4,"35,278","2,480","1,926","2,367","2,630","2,282","2,295","1,746","1,700","2,482","2,839","2,040","2,321","2,233","2,297","1,841","1,799",37.4,"23,517",25.5%,32.3%,29.0%,8.3%,4.9%,"7,774",23.5%,"14,813",9.1%,"15,851","$197,600","12,734","7,774","4,789","1,959","2,985","1,600","4,960"
92241,86000US92241,California,Riverside,Cathedral City; Desert Edge; Desert Hot Springs; Desert Palms; Garnet; Indio; Indio Hills; Sky Valley,"357,734,654","$30,933","$5,218","$44,427","$4,524","$21,359","$2,280",1.5%,1.4%,-$1,-$1,"$31,019","$11,046","$40,284","$12,859","$27,014","$3,587","3,573","1,509",952,546,205,265,42,54,"7,699","4,235",36,0,79,0,0,116,"3,233",55.7,"7,699",306,319,270,303,285,497,706,"1,052",233,434,245,388,437,658,675,891,55.5,"6,147",21.6%,28.0%,35.4%,9.5%,5.5%,"1,900",17.7%,"2,647",7.7%,"6,585","$79,300","3,573","1,900","1,599",340,301,154,"1,673"
92242,86000US92242,California,San Bernardino,Big River; Bluewater,"81,467,325","$33,276","$3,371","$44,599","$5,653","$21,610","$2,445",1.0%,1.4%,-$1,-$1,"$46,250","$20,907","$33,529","$4,969","$27,024","$8,914",610,222,224,87,29,37,5,6,"1,312","1,043",7,40,5,0,0,24,193,41.7,"1,312",29,52,52,41,37,120,145,153,116,40,42,40,42,89,160,154,58.4,"1,045",17.1%,35.8%,36.2%,9.9%,1.1%,332,9.0%,444,12.4%,"1,584","$77,700",610,332,215,29,117,49,278
92243,86000US92243,California,Imperial,El Centro; Imperial; Seeley,"285,536,421","$48,290","$2,244","$67,739","$3,832","$19,936","$1,079",4.0%,1.1%,"$31,645","$5,476","$59,531","$10,916","$52,991","$7,612","$37,147","$5,356","13,001","3,777","3,008","2,123","1,345","1,585",641,522,"50,402","5,181",720,63,"1,119",79,26,455,"42,759",457.2,"50,402","3,667","3,490","3,406","2,917","2,960","3,128","2,830","2,672","4,111","4,559","3,661","3,278","2,964","2,700","2,359","1,700",33.4,"30,824",30.3%,21.7%,30.4%,11.2%,6.6%,"10,208",21.0%,"20,351",12.3%,"15,589","$192,400","13,001","10,208","6,388","2,735","3,820","1,679","2,793"
92249,86000US92249,California,Imperial,Calexico; Heber,"55,533,708","$47,021","$8,972","$55,822","$8,248","$15,307","$1,712",2.0%,2.6%,"$42,122","$1,696","$59,226","$13,146",-$1,-$1,"$30,846","$18,034","1,936",533,468,322,227,327,20,39,"7,861",63,0,0,63,0,0,0,"7,735",366.6,"7,861",507,637,614,599,462,367,253,319,996,410,741,708,403,221,213,411,30.1,"4,430",32.3%,21.6%,30.3%,14.6%,1.2%,"1,623",23.2%,"3,294",6.2%,"2,274","$216,800","1,936","1,623","1,025",520,598,327,313
92250,86000US92250,California,Imperial,Holtville,"1,073,850,614","$51,250","$11,718","$62,653","$8,516","$18,493","$2,514",2.8%,2.3%,-$1,-$1,"$73,550","$5,189","$38,125","$12,209",-$1,-$1,"2,349",780,392,510,226,346,30,65,"8,655","1,926",98,0,25,0,0,45,"6,561",20.9,"8,655",521,738,334,587,421,620,534,439,559,"1,081",622,640,300,526,323,410,34.3,"5,186",32.4%,26.6%,28.2%,8.3%,4.4%,"1,689",19.3%,"3,551",19.1%,"2,931","$215,600","2,349","1,689","1,163",604,526,127,660
92251,86000US92251,California,Imperial,Imperial,"516,782,193","$83,566","$5,757","$92,335","$10,470","$21,868","$2,864",6.2%,2.6%,"$37,000","$20,663","$93,414","$7,036","$83,640","$5,913","$36,081","$10,548","5,352",733,781,573,"1,587",980,365,333,"23,970","3,704","1,156",108,509,13,36,164,"18,280",120.1,"23,970","1,958","1,969","1,650","1,214","1,538",951,715,730,"1,801","1,664","2,653","2,599","1,881","1,314",717,616,30.7,"14,658",23.2%,24.7%,33.6%,12.0%,6.4%,"4,174",6.3%,"9,197",11.1%,"6,708","$243,300","5,352","4,174","2,914","1,415","1,260",611,"1,178"
92252,86000US92252,California,San Bernardino,Joshua Tree,"232,863,466","$38,333","$7,835","$54,890","$9,058","$23,978","$3,471",4.0%,2.7%,"$20,855","$12,887","$37,878","$11,015","$49,196","$16,083","$29,410","$12,794","3,932","1,574",950,655,210,182,205,156,"9,351","6,940",69,21,175,44,27,350,"1,725",104.0,"9,351",720,355,513,641,517,725,524,661,543,531,522,756,478,541,609,715,40.5,"6,729",14.3%,22.4%,45.4%,11.3%,6.6%,"2,019",18.9%,"3,441",13.4%,"5,354","$146,800","3,932","2,019","1,496",522,523,257,"1,913"
92253,86000US92253,California,Riverside,La Quinta; Vista Santa Rosa,"90,610,564","$79,027","$6,715","$121,816","$7,737","$48,326","$3,314",14.0%,1.7%,"$40,233","$18,632","$69,479","$7,212","$103,585","$14,016","$73,246","$10,480","15,815","2,004","3,154","2,448","1,814","2,764","1,410","2,221","40,929","23,471",718,25,"1,411",26,110,989,"14,179","1,169.9","40,929","2,053","1,896","1,929","1,929","2,374","2,845","3,517","3,729","2,490","2,667","1,967","2,182","2,001","2,557","3,085","3,708",47.8,"29,889",9.1%,20.2%,34.4%,22.8%,13.5%,"11,070",7.5%,"18,736",7.4%,"25,835","$398,200","15,815","11,070","8,954","2,307","2,116","1,072","4,745"
92254,86000US92254,California,Riverside,Mecca; North Shore,"120,925,858","$24,194","$5,492","$31,654","$3,954","$10,532","$1,287",0.0%,1.2%,-$1,-$1,"$29,282","$4,535","$19,990","$4,766","$18,427","$12,260","2,897","1,483",852,372,94,96,0,0,"9,779",203,0,0,0,0,0,16,"9,560",209.4,"9,779",763,767,667,488,838,585,352,237,805,869,766,739,669,568,529,137,32.0,"5,830",71.1%,23.8%,3.8%,1.3%,0.0%,"2,035",35.4%,"4,504",12.5%,"3,313","$150,500","2,897","2,035","1,481",778,554,322,862
92256,86000US92256,California,San Bernardino,Morongo Valley,"202,433,777","$53,500","$6,313","$65,688","$9,791","$31,671","$4,481",4.9%,3.9%,-$1,-$1,"$57,321","$22,096","$55,250","$18,202","$45,000","$12,779","1,456",384,266,370,211,109,45,71,"3,100","2,531",11,17,19,0,0,85,437,39.7,"3,100",189,120,91,150,210,311,310,163,145,126,125,223,162,263,292,220,50.1,"2,472",8.8%,25.8%,41.4%,13.3%,10.8%,646,3.7%,"1,523",5.2%,"2,024","$166,400","1,456",646,477,119,169,83,810
92257,86000US92257,California,Imperial,Bombay Beach; Niland,"1,926,592,484","$20,976","$4,209","$31,288","$7,289","$13,807","$4,408",0.0%,6.9%,-$1,-$1,"$45,750","$37,160","$20,086","$7,232","$21,619","$15,451",491,290,104,39,53,0,5,0,"1,281",741,47,9,14,0,0,38,432,1.7,"1,281",146,38,87,39,0,57,96,167,100,111,29,39,33,60,79,200,50.9,801,23.5%,35.3%,34.2%,2.6%,4.4%,301,37.5%,325,19.4%,"1,263","$50,300",491,301,184,48,117,53,190
92258,86000US92258,California,Riverside,Desert Hot Springs; Palm Springs,"27,385,172","$10,938","$6,727","$19,752","$10,889","$9,181","$4,427",0.0%,14.9%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,216,156,47,0,13,0,0,0,559,98,53,0,0,0,0,0,408,52.9,559,16,0,56,64,11,66,16,0,33,0,43,42,147,29,36,0,43.4,467,64.7%,9.6%,24.4%,1.3%,0.0%,118,61.9%,206,23.3%,432,"$91,200",216,118,45,29,73,16,98
92259,86000US92259,California,Imperial,Ocotillo,"838,948,058",-$1,-$1,"$41,917","$23,308","$24,316","$11,342",0.0%,36.4%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,71,37,16,5,0,13,0,0,121,121,0,0,0,0,0,0,0,0.4,121,0,0,0,19,0,23,5,21,0,5,0,22,0,21,0,5,58.7,116,13.8%,56.0%,30.2%,0.0%,0.0%,50,32.0%,45,35.6%,365,-$1,71,50,44,0,6,6,21
92260,86000US92260,California,Riverside,Palm Desert,"73,542,121","$56,898","$3,567","$89,573","$5,435","$42,237","$2,795",7.6%,1.2%,"$43,011","$8,259","$54,900","$6,886","$73,192","$8,409","$50,520","$5,340","15,837","3,434","3,676","2,704","1,790","1,917","1,113","1,203","34,660","22,092",909,61,"1,548",46,86,581,"9,337","1,220.6","34,660","1,217","1,232","1,968","1,371","1,518","2,413","2,688","5,091","1,258","1,953","2,056","1,677","1,883","1,767","2,688","3,880",52.6,"27,002",8.6%,21.2%,34.9%,21.9%,13.5%,"8,651",9.5%,"15,314",5.0%,"24,535","$334,300","15,837","8,651","6,819","1,652","1,832",775,"7,186"
92262,86000US92262,California,Riverside,Palm Springs,"95,018,786","$52,092","$2,644","$86,724","$4,581","$42,052","$2,593",8.8%,1.1%,"$26,831","$3,385","$46,570","$6,991","$62,367","$6,319","$50,357","$3,435","13,458","3,415","3,073","2,038","1,353","1,639",751,"1,189","28,618","15,558","1,670",116,"1,280",66,35,664,"9,229",780.1,"28,618",918,992,"1,420","1,140","1,412","1,765","1,917","2,259","1,460","1,446","1,480","1,276","1,757","3,616","2,922","2,838",51.9,"22,325",10.4%,20.5%,31.1%,21.8%,16.2%,"6,092",14.9%,"13,334",9.7%,"20,405","$408,600","13,458","6,092","4,556","1,068","1,536",745,"7,366"
92264,86000US92264,California,Riverside,Palm Springs,"135,018,843","$53,778","$2,489","$88,733","$3,908","$50,300","$2,434",9.5%,1.0%,"$39,792","$16,814","$54,000","$5,944","$58,042","$7,423","$51,229","$4,072","11,058","2,739","2,431","1,767","1,061","1,359",652,"1,049","20,072","14,037",359,196,"1,032",44,34,307,"4,063",385.0,"20,072",315,447,667,563,808,"1,151","1,614","2,599",471,574,614,767,"1,424","2,382","2,630","3,046",59.7,"17,680",8.1%,17.4%,32.8%,23.5%,18.3%,"4,263",9.1%,"8,810",7.4%,"18,512","$365,100","11,058","4,263","3,385",381,878,339,"6,795"
92266,86000US92266,California,Imperial,Palo Verde,"843,740,912","$19,438","$16,605","$30,403","$16,948","$23,679","$14,833",0.0%,35.2%,-$1,-$1,-$1,-$1,-$1,-$1,"$28,029","$21,101",75,42,26,0,0,7,0,0,112,112,0,0,0,0,0,0,0,0.3,112,0,0,0,0,0,20,0,7,0,0,0,0,0,10,53,22,66.0,112,0.0%,50.0%,32.1%,17.9%,0.0%,20,0.0%,36,0.0%,273,-$1,75,20,20,0,0,0,55
92267,86000US92267,California,San Bernardino,,"42,219,469",-$1,-$1,-$1,-$1,-$1,-$1,0.0%,100.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-1.0,6,0.0%,0.0%,100.0%,0.0%,0.0%,0,0.0%,6,0.0%,115,-$1,6,0,0,0,0,0,6
